Age,Gender,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount Percentage,Customer Income Level,Item Price
25,1,1,62.06,16,1,20,1,3.8,0,3,1,1,49,2,0,27.97316334,0,56.61
60,1,1,22.86,38,3,20,1,4.7,0,3,1,1,9,1,0,11.3060255,1,21.34
63,1,0,78.14,2,3,0,2,3.2,0,3,1,1,30,4,1,23.87604822,0,73.56
51,1,1,153.35,5,0,12,2,4.0,0,3,1,1,33,1,4,16.51348743,2,148.71
22,1,0,40.92,18,2,15,1,4.9,0,3,1,1,8,3,0,26.04996382,0,40.6
54,1,0,51.15,29,0,0,2,3.7,0,4,1,1,29,3,3,23.21226693,2,49.85
18,1,1,70.03,15,1,19,2,4.8,0,1,1,1,4,2,4,24.41118616,2,64.64
29,1,2,192.54,40,2,15,0,3.6,0,3,1,1,19,3,4,21.40404594,0,189.03
59,1,0,47.57,28,1,21,3,4.6,0,3,1,1,10,4,3,9.435719237,2,43.53
25,1,2,40.88,6,0,14,1,4.3,0,3,1,1,39,3,4,18.62567297,0,40.51
19,1,0,26.12,49,2,5,0,3.2,0,2,1,1,21,5,5,29.61674349,2,24.65
56,1,1,43.39,24,2,19,2,3.8,0,3,1,1,12,0,4,28.43470166,1,39.56
31,1,1,81.99,1,3,6,3,4.2,0,0,1,1,9,2,3,6.079343395,1,78.07
45,1,1,54.52,7,1,3,0,3.4,0,3,1,1,20,5,5,9.120370393,2,52.07
23,1,0,74.8,13,1,19,1,4.7,0,1,1,1,44,1,3,8.293219336,2,69.57
18,1,1,124.82,47,2,0,1,3.9,0,1,1,1,16,3,2,23.14949775,0,118.0
43,1,1,148.81,49,0,22,1,4.3,0,3,1,1,27,3,3,25.44463325,1,137.57
56,1,1,119.07,12,3,22,0,2.7,0,3,1,1,14,1,2,10.33778416,0,118.42
43,1,1,21.34,1,1,10,2,4.6,0,4,1,1,24,2,4,17.64631732,2,20.89
64,1,1,110.63,48,3,18,0,2.9,0,3,1,1,49,0,6,26.0175757,2,106.26
67,1,1,78.71,13,0,17,0,3.6,0,3,1,1,14,1,6,23.32003862,0,72.31
63,1,2,198.82,41,1,3,3,3.9,0,4,1,1,6,2,5,18.55593014,2,182.25
54,1,1,65.01,12,1,7,0,2.6,0,3,1,1,20,5,5,19.75869226,1,60.8
69,1,0,35.1,37,0,16,0,3.6,0,3,1,1,3,2,0,17.70901367,0,34.45
34,1,1,45.51,35,0,11,2,3.4,0,3,1,1,5,2,4,12.43871128,1,44.0
56,1,1,82.2,41,0,4,1,3.5,0,3,1,1,46,1,1,19.12554982,1,75.89
34,1,1,38.2,29,0,24,0,3.1,0,0,1,1,8,3,4,22.22213255,1,35.59
58,1,1,91.65,29,1,18,3,4.3,0,3,1,1,13,1,1,26.8330729,0,89.09
44,1,0,55.98,41,0,2,3,5.0,0,3,1,1,25,0,5,20.90728385,2,54.35
25,1,0,66.41,9,1,5,1,4.9,0,1,1,1,39,3,3,24.02803843,1,63.65
27,1,1,41.86,2,2,16,2,4.3,0,3,1,1,15,0,1,9.001790874,1,41.37
26,1,0,64.55,27,2,12,3,4.4,0,0,1,1,35,1,4,16.53893686,1,59.2
18,1,0,43.96,3,0,0,1,4.4,0,2,1,1,46,1,1,5.233290496,2,40.96
64,1,1,115.47,33,3,6,0,3.5,0,3,1,1,3,4,4,11.16697161,2,105.63
62,1,1,133.91,40,3,21,3,3.4,0,4,1,1,48,2,6,23.16154288,0,126.73
59,1,1,114.88,32,0,15,1,2.5,0,3,1,1,27,0,6,29.79524878,2,105.41
36,1,0,47.46,10,1,10,1,3.4,0,3,1,1,5,2,6,7.47945249,0,45.96
69,1,0,11.88,28,1,7,2,2.6,0,4,1,1,48,3,5,15.0373579,0,10.97
39,1,3,212.39,4,1,2,0,4.6,0,3,1,1,12,5,6,25.00177422,0,210.2
28,1,1,99.4,7,0,18,2,3.7,0,3,1,1,10,4,3,10.10089087,0,94.99
42,1,1,38.91,2,1,17,0,2.5,0,4,1,1,48,3,1,18.87712373,0,35.43
31,1,1,48.23,46,0,9,0,4.5,0,3,1,1,3,3,4,23.3267824,1,47.91
57,1,2,140.81,27,1,6,0,2.9,0,3,1,1,19,5,4,20.39963626,2,131.12
53,1,0,13.77,1,0,20,3,2.9,0,3,1,1,11,3,3,9.700618365,1,12.92
59,1,1,90.12,42,0,11,0,3.5,0,3,1,1,25,5,4,13.88461422,0,89.2
32,1,1,44.84,31,0,12,3,4.2,0,3,1,1,42,4,6,24.59479461,2,42.43
65,1,0,40.11,14,2,2,2,3.3,0,3,1,1,34,1,5,18.85566285,1,36.67
56,1,1,138.87,2,2,0,3,3.9,0,3,1,1,50,1,5,5.130740339,1,126.44
31,1,2,81.33,30,2,13,1,5.0,0,3,1,1,21,5,4,24.024769,0,74.14
59,1,1,78.7,32,1,6,2,3.3,0,3,1,1,37,0,6,5.882783874,1,76.06
22,1,1,26.69,27,2,19,1,4.2,0,3,1,1,46,1,4,23.64334457,1,26.55
47,1,2,154.4,11,1,20,2,4.9,0,3,1,1,14,0,3,10.062014,1,147.64
23,1,0,32.25,44,1,8,1,4.6,0,1,1,1,24,4,3,28.951837,1,30.39
69,1,1,55.93,30,0,14,0,4.8,0,3,1,1,36,2,2,14.19851878,1,52.87
18,1,0,45.81,9,3,4,3,2.7,0,3,1,1,19,3,1,13.17329041,0,42.33
50,1,1,132.74,16,2,1,1,4.3,0,4,1,1,12,2,4,8.722201258,0,126.69
29,1,2,92.89,31,2,24,0,3.8,0,3,1,1,13,3,5,12.64010539,1,89.64
65,1,0,85.22,2,1,7,1,4.9,0,3,1,1,32,3,1,26.91626905,0,82.51
29,1,1,47.58,5,2,4,3,3.4,0,0,1,1,5,2,1,29.90835844,0,47.18
49,1,1,84.56,16,1,15,3,3.6,0,3,1,1,29,1,0,14.20773826,2,80.67
28,1,1,132.18,1,0,8,0,3.4,0,3,1,1,40,2,3,16.21526577,1,129.32
51,1,0,47.87,0,1,11,0,4.7,0,3,1,1,44,1,6,23.05177346,0,44.29
26,1,1,131.96,6,2,0,3,3.0,0,0,1,1,3,3,1,27.15489451,0,127.07
38,1,1,82.1,10,0,1,3,3.4,0,3,1,1,35,4,1,19.82610835,1,79.69
35,1,1,142.91,11,2,17,2,4.6,0,3,1,1,33,3,4,14.78814245,2,141.23
34,1,0,100.47,45,1,13,2,3.1,0,0,1,1,20,4,1,15.31554602,1,94.04
51,1,1,89.4,6,1,17,1,2.8,0,3,1,1,40,1,2,22.39045366,2,89.1
47,1,1,85.16,21,1,8,0,3.5,0,3,1,1,13,5,0,5.08045659,1,81.83
18,1,0,26.12,16,2,15,2,4.6,0,1,1,1,9,4,4,20.48973344,1,24.51
64,1,2,206.06,26,3,2,2,4.3,0,4,1,1,7,1,0,13.88732526,1,195.1
30,1,3,194.27,21,1,7,0,4.8,0,0,1,1,42,4,5,24.85493328,1,192.95
59,1,2,102.18,43,0,1,3,2.9,0,3,1,1,44,2,3,7.324765996,2,101.0
66,1,0,71.27,30,1,19,1,3.0,0,3,1,1,6,4,0,19.70505667,2,65.15
40,1,1,106.85,8,1,16,2,2.9,0,3,1,1,8,1,2,17.02432225,0,106.03
25,1,0,44.23,23,2,10,2,3.7,0,1,1,1,10,4,6,21.05813815,1,41.92
59,1,1,78.45,10,0,3,0,4.7,0,4,1,1,46,5,5,6.621339862,2,72.42
66,1,1,133.61,32,0,21,1,3.5,0,4,1,1,26,1,6,19.49959469,2,125.91
54,1,0,44.72,12,2,13,1,2.7,0,3,1,1,6,3,2,19.0371147,2,43.61
42,1,1,34.96,19,1,23,1,5.0,0,3,1,1,47,2,2,19.01650236,1,33.76
48,1,2,107.01,25,0,22,2,4.1,0,4,1,1,28,5,0,20.08719166,0,100.24
34,1,3,182.91,21,0,6,3,2.7,0,0,1,1,23,0,0,21.91169843,2,181.63
19,1,1,72.68,32,3,22,1,4.8,0,3,1,1,45,1,3,25.12472499,1,71.38
70,1,0,26.11,22,2,20,2,4.3,0,3,1,1,44,4,2,11.745518,2,24.11
43,1,1,26.52,7,1,13,2,4.5,0,3,1,1,11,0,4,25.62623525,2,25.45
46,1,1,45.55,16,0,2,1,3.8,0,3,1,1,39,3,1,17.45639206,0,41.87
66,1,0,61.53,34,0,11,3,3.7,0,3,1,1,20,4,2,6.926456978,2,60.13
50,1,0,59.26,1,0,7,0,3.9,0,4,1,1,48,4,3,6.463773231,2,55.22
55,1,2,197.13,44,3,15,3,3.3,0,4,1,1,46,2,5,13.35595797,1,192.88
63,1,1,147.84,0,1,5,0,3.4,0,3,1,1,22,4,4,24.62242443,1,135.2
32,1,1,147.98,48,0,22,2,3.8,0,0,1,1,45,1,0,22.69202337,0,139.13
30,1,1,105.98,3,1,6,3,2.7,0,3,1,1,49,1,2,24.71537412,1,101.88
35,1,1,124.07,9,1,6,3,2.9,0,0,1,1,9,2,2,17.93172641,1,117.81
59,1,1,112.7,17,1,23,2,4.5,0,4,1,1,41,2,5,16.00497495,0,108.07
59,1,1,124.58,31,1,7,2,2.6,0,3,1,1,2,4,4,8.686313168,2,115.09
54,1,1,42.29,6,0,3,3,3.1,0,4,1,1,39,4,1,13.20481884,0,39.04
63,1,1,97.86,26,0,7,3,4.7,0,3,1,1,12,4,5,15.85048415,1,90.24
43,1,0,50.67,3,0,2,2,4.6,0,3,1,1,26,4,2,7.215010742,0,48.82
33,1,0,94.68,6,0,6,2,2.7,0,0,1,1,32,0,1,10.51529882,2,92.36
57,1,2,181.91,19,0,24,2,4.6,0,3,1,1,50,1,1,19.95563235,0,173.52
25,1,1,89.51,5,3,8,1,4.8,0,2,1,1,3,4,3,23.39157786,1,86.83
26,1,0,63.58,5,1,16,3,4.2,0,3,1,1,3,5,5,29.95868778,1,61.57
50,1,1,25.79,18,1,16,3,4.9,0,3,1,1,37,1,4,28.32783328,0,25.11
70,1,1,22.87,35,1,16,3,4.9,0,3,1,1,20,2,3,21.06412999,2,20.83
68,1,0,100.75,39,1,5,1,4.5,0,3,1,1,26,1,1,15.53120133,0,96.92
39,1,1,118.65,27,1,7,3,2.7,0,3,1,1,47,1,5,20.90443412,2,114.69
46,1,2,155.69,5,1,23,0,3.1,0,4,1,1,7,2,2,24.64129045,2,144.09
57,1,1,148.8,20,0,18,2,3.3,0,3,1,1,40,2,0,7.958404773,0,143.08
47,1,2,167.5,27,0,1,2,2.6,0,4,1,1,45,3,5,15.24762224,2,163.16
40,1,0,99.39,14,1,19,0,4.4,0,3,1,1,20,4,3,25.99505714,1,99.13
52,1,1,104.95,21,0,16,1,3.9,0,4,1,1,11,2,6,14.5958238,0,98.46
40,1,1,110.76,47,2,5,2,4.6,0,3,1,1,50,3,4,19.29680678,2,109.45
67,1,1,144.58,13,1,23,0,4.9,0,3,1,1,25,3,5,19.69423402,1,142.01
67,1,3,178.44,13,3,17,3,3.7,0,4,1,1,5,2,3,9.611906328,0,174.55
37,1,1,63.21,9,0,24,0,3.7,0,3,1,1,4,5,0,14.05588604,1,59.94
67,1,1,75.42,22,2,2,1,4.2,0,3,1,1,25,2,6,13.36278222,1,74.24
64,1,1,43.99,17,2,5,3,3.5,0,3,1,1,11,0,3,5.654917713,1,42.22
28,1,0,85.17,19,1,9,1,2.9,0,0,1,1,4,2,1,5.604794097,2,78.16
54,1,0,18.26,37,3,9,1,3.4,0,3,1,1,1,5,4,25.79242609,0,17.57
54,1,0,19.05,17,1,19,2,3.3,0,4,1,1,48,4,2,11.82677025,0,19.02
24,1,1,112.41,19,3,18,0,4.5,0,1,1,1,9,5,2,17.95196916,2,106.02
27,1,0,25.25,41,1,15,3,4.6,0,0,1,1,2,4,3,12.46813934,0,24.67
53,1,3,59.31,12,0,21,0,2.9,0,3,1,1,4,1,5,28.51698113,1,54.74
32,1,0,99.05,49,1,16,1,3.2,0,0,1,1,43,4,3,11.48241897,0,97.72
24,1,2,75.37,8,1,20,2,2.6,0,3,1,1,32,0,0,15.74142032,2,69.35
45,1,0,97.3,20,0,11,1,3.8,0,4,1,1,1,1,5,26.81825626,1,93.38
49,1,1,26.69,41,0,2,1,2.8,0,4,1,1,38,3,3,26.04833917,2,26.58
51,1,2,132.58,14,1,8,3,4.4,0,3,1,1,25,4,3,9.652535446,1,127.57
69,1,2,36.9,21,0,22,2,4.7,0,3,1,1,42,4,5,25.06608274,1,34.87
41,1,0,11.88,15,1,21,2,2.7,0,3,1,1,32,4,4,16.45467217,0,11.02
59,1,0,37.73,9,1,16,2,2.6,0,3,1,1,21,3,5,17.0742218,1,37.58
26,1,1,100.32,47,1,1,2,3.4,0,0,1,1,26,4,3,8.33699931,2,96.49
23,1,0,102.96,41,1,6,1,3.9,0,2,1,1,6,2,3,7.015037844,0,97.64
62,1,3,112.5,3,0,8,2,3.4,0,4,1,1,14,5,5,23.19848267,2,105.05
69,1,0,37.55,44,3,23,2,3.4,0,3,1,1,4,1,5,17.41152881,1,34.43
46,1,1,72.49,45,1,6,3,3.9,0,4,1,1,26,0,6,15.92126757,2,68.71
35,1,0,15.17,19,2,4,1,4.0,0,0,1,1,39,4,1,23.23770572,2,14.55
32,1,0,91.75,6,0,23,1,3.4,0,0,1,1,15,4,0,24.13782247,1,84.91
46,1,2,69.67,24,1,3,2,3.7,0,3,1,1,1,5,2,8.972704192,0,68.13
33,1,1,138.0,29,0,6,3,4.9,0,3,1,1,28,5,4,20.25562874,2,126.25
32,1,1,33.85,3,2,17,1,5.0,0,0,1,1,17,1,6,8.383852057,1,32.4
33,1,0,43.89,27,1,3,0,2.9,0,0,1,1,24,2,6,23.78437715,0,40.37
67,1,2,45.13,24,2,20,1,3.0,0,3,1,1,29,3,5,21.42387891,0,44.2
67,1,2,158.73,40,0,9,2,3.3,0,4,1,1,18,1,2,28.91536553,0,157.92
42,1,0,56.73,6,1,17,0,4.7,0,3,1,1,10,3,1,6.723950409,2,54.33
20,1,1,65.98,44,1,14,0,3.4,0,3,1,1,19,1,5,6.426368029,2,63.47
39,1,1,90.33,41,0,9,3,4.6,0,3,1,1,26,3,4,12.05467687,2,88.89
26,1,0,66.43,4,1,10,3,3.6,0,0,1,1,25,1,1,11.54264209,0,61.48
51,1,0,79.62,49,2,17,3,2.6,0,4,1,1,2,3,3,11.17446998,2,78.41
31,1,1,40.46,31,1,18,2,2.7,0,0,1,1,19,4,2,27.65636451,1,39.4
68,1,2,95.12,18,2,2,1,3.1,0,3,1,1,32,1,5,11.238655,2,91.38
44,1,2,146.37,9,0,2,0,3.2,0,3,1,1,13,1,1,11.79874315,2,145.55
18,1,2,37.3,41,1,5,3,3.4,0,1,1,1,30,4,3,23.98495656,0,35.89
58,1,0,74.15,30,2,16,0,4.4,0,3,1,1,2,2,0,16.24349606,2,72.74
26,1,1,106.08,45,1,19,2,3.2,0,0,1,1,8,4,5,24.41776392,1,103.4
57,1,1,147.3,8,1,7,1,2.5,0,3,1,1,27,4,2,6.634153939,0,135.19
37,1,2,82.39,0,1,9,2,3.8,0,3,1,1,26,5,1,17.18927984,1,80.54
24,1,1,75.24,42,1,12,2,4.4,0,3,1,1,3,3,1,5.840340005,0,73.47
57,1,2,156.23,47,1,0,1,3.7,0,3,1,1,4,0,4,6.566330086,0,144.31
48,1,1,116.36,27,0,8,0,3.2,0,3,1,1,5,1,3,27.66093633,2,107.5
39,1,0,46.44,45,1,15,3,4.9,0,3,1,1,25,3,5,8.481134278,1,45.73
51,1,1,120.11,48,0,1,2,3.9,0,4,1,1,47,4,1,18.31051706,0,115.93
57,1,0,72.32,45,2,16,2,4.5,0,3,1,1,8,2,3,15.27739007,2,70.41
53,1,2,48.16,18,2,22,3,3.4,0,3,1,1,20,3,3,13.68358316,0,43.81
70,1,1,44.29,20,2,8,3,4.1,0,4,1,1,42,0,2,27.49583364,0,40.31
60,1,0,105.73,3,2,6,0,4.5,0,3,1,1,20,0,6,5.545584919,0,97.96
31,1,1,111.83,11,2,18,3,4.7,0,0,1,1,23,1,3,21.59474215,0,105.72
41,1,1,136.43,37,1,0,3,4.8,0,3,1,1,26,1,5,29.08486086,0,132.59
62,1,0,55.32,18,1,8,3,4.4,0,3,1,1,48,5,5,19.00420459,0,52.09
59,1,0,49.02,0,2,1,3,4.0,0,3,1,1,16,1,1,28.42056155,2,47.01
46,1,1,66.49,11,2,20,3,4.1,0,3,1,1,28,1,1,6.306446982,0,62.94
62,1,1,133.21,3,0,19,0,3.7,0,3,1,1,39,4,6,15.46983298,1,130.57
42,1,1,151.23,7,1,21,2,3.0,0,4,1,1,43,3,3,11.50394477,2,141.48
37,1,0,88.77,18,1,14,3,3.6,0,3,1,1,45,0,2,23.27052412,1,84.09
50,1,2,162.78,26,2,6,0,4.8,0,3,1,1,50,2,2,29.53242726,0,162.52
29,1,2,169.8,34,3,17,0,3.7,0,0,1,1,10,5,1,11.41325156,1,169.12
25,1,0,99.03,25,1,16,1,4.6,0,2,1,1,40,4,5,21.35436504,0,90.09
66,1,0,37.23,30,2,8,2,2.8,0,3,1,0,38,2,4,9.952440819,0,36.47
21,1,1,122.52,32,0,4,1,4.0,0,2,1,0,2,2,4,19.13325636,2,119.5
46,1,1,133.89,39,1,12,3,4.2,0,4,1,0,13,1,0,16.59831217,2,132.52
57,1,1,39.94,12,0,13,2,3.6,0,3,1,0,33,5,0,29.30013324,0,36.37
61,1,1,116.71,0,1,15,1,2.9,0,3,1,0,27,4,4,20.21318182,2,107.6
53,1,1,66.37,35,2,24,2,4.1,0,4,1,0,43,0,6,13.7376593,1,62.16
37,1,1,103.12,22,2,10,3,3.1,0,3,1,0,46,1,6,7.852394622,2,97.25
39,1,0,75.54,12,2,8,2,4.3,0,3,1,0,7,5,1,8.781170718,2,71.43
53,1,1,77.87,3,0,14,1,4.4,0,4,1,0,35,2,3,10.63292325,1,75.78
35,1,1,122.63,22,1,13,1,3.1,0,0,1,0,31,3,1,11.27416653,2,119.92
69,1,0,74.0,39,3,7,1,2.9,0,3,1,0,42,5,5,26.26540145,0,72.31
66,1,3,188.14,31,2,10,3,3.2,0,4,1,0,14,4,1,19.03056971,1,175.07
19,1,2,67.58,0,1,18,1,4.0,0,2,1,0,35,5,4,18.08477278,0,67.18
47,1,0,23.11,31,1,4,2,2.7,0,3,1,0,49,4,6,7.869221797,1,21.79
49,1,1,131.01,24,0,14,1,3.0,0,3,1,0,17,4,3,26.50349233,0,130.43
31,1,0,78.67,9,1,18,0,4.4,0,3,1,0,26,4,5,23.07035758,0,76.07
39,1,1,89.84,35,1,12,3,2.8,0,3,1,0,30,1,2,6.691709048,2,82.21
58,1,0,41.73,6,1,19,2,3.1,0,3,1,0,32,1,0,22.69587743,0,39.88
45,1,2,32.59,21,3,16,3,3.9,0,3,1,0,35,0,5,18.58845543,2,32.33
68,1,2,74.17,38,0,2,0,2.7,0,4,1,0,15,5,0,7.043133644,1,73.96
35,1,0,69.67,23,1,20,2,3.4,0,3,1,0,10,3,0,16.45751604,0,66.82
65,1,1,92.85,20,0,1,1,3.8,0,3,1,0,14,2,4,17.11740718,0,91.26
45,1,0,39.07,28,1,7,3,3.7,0,3,1,0,30,0,0,9.144363504,1,36.63
19,1,0,97.37,49,2,17,1,4.5,0,1,1,0,16,2,3,28.64245368,1,96.88
65,1,1,143.58,29,3,6,1,2.9,0,4,1,0,14,4,0,26.24938429,0,135.75
28,1,0,63.79,42,1,19,0,3.4,0,0,1,0,28,0,6,21.72555843,1,60.75
55,1,0,16.39,22,0,2,1,4.4,0,3,1,0,29,4,4,16.55738903,2,16.25
66,1,1,101.46,40,0,24,1,4.2,0,3,1,0,5,4,2,15.29413854,1,98.12
29,1,1,144.91,46,1,3,3,3.3,0,3,1,0,17,0,5,21.27433668,1,139.24
56,1,1,41.39,4,3,0,1,3.7,0,3,1,0,50,4,6,18.63579674,0,38.63
21,1,0,38.31,48,1,2,0,3.2,0,1,1,0,23,0,5,6.556827647,2,36.4
32,1,1,120.69,21,2,11,2,2.6,0,3,1,0,22,3,0,17.81256622,1,110.72
54,1,3,222.54,39,0,19,0,2.8,0,3,1,0,15,1,5,25.16009043,2,208.44
61,1,1,118.6,13,1,5,0,2.9,0,4,1,0,32,1,4,16.48099694,2,108.35
31,1,2,80.3,3,1,8,2,4.0,0,0,1,0,5,0,4,6.298914439,2,80.29
27,1,2,77.89,36,1,2,1,2.9,0,3,1,0,6,0,1,24.65695498,0,76.23
64,1,2,151.54,12,1,13,0,4.7,0,4,1,0,44,3,3,10.03409455,1,142.51
60,1,1,97.31,19,3,0,0,3.1,0,4,1,0,23,1,3,11.46552087,0,97.15
70,1,0,78.04,44,3,1,2,3.9,0,3,1,0,44,5,4,9.117658836,1,75.59
36,1,1,112.38,42,1,9,0,3.4,0,3,1,0,3,3,5,13.25537662,1,106.46
56,1,0,41.4,26,3,18,1,3.1,0,3,1,0,14,1,4,23.91878764,0,40.85
69,1,3,74.61,39,2,24,0,4.8,0,3,1,0,37,4,5,17.98464649,2,68.88
39,1,0,98.68,20,1,0,3,3.9,0,4,1,0,22,0,6,10.12203185,2,92.66
38,1,0,20.09,42,2,8,3,3.5,0,3,1,0,2,4,2,26.94575195,1,19.31
36,1,0,81.5,8,1,23,2,3.1,0,4,1,0,44,3,3,26.98954637,0,75.6
46,1,1,35.37,39,2,21,0,4.7,0,3,1,0,49,3,4,26.76446063,2,35.37
59,1,0,76.73,8,2,9,0,4.6,0,3,1,0,22,3,1,10.96990528,2,74.09
64,1,0,32.95,26,0,14,0,3.3,0,3,1,0,26,0,0,16.2809836,1,32.9
49,1,1,97.92,10,1,2,1,3.2,0,3,1,0,40,3,6,29.6247414,1,90.24
32,1,1,152.67,25,0,22,2,3.1,0,0,1,0,16,4,5,24.30031191,0,144.49
29,1,0,56.78,40,2,7,0,3.5,0,0,1,0,17,3,1,5.679185531,1,56.3
24,1,3,165.85,0,2,5,1,4.3,0,3,1,0,48,0,1,6.630114782,2,159.77
41,1,1,102.77,3,1,24,2,2.9,0,3,1,0,28,5,2,16.59828442,2,98.93
41,1,0,31.93,23,0,14,0,2.7,0,3,1,0,26,2,3,27.73050515,2,31.63
32,1,1,61.53,44,2,3,2,4.0,0,0,1,0,43,0,5,18.46754495,2,60.94
69,1,1,47.24,31,1,20,0,4.6,0,3,1,0,38,3,6,17.4453127,0,43.0
65,1,1,81.87,33,0,0,2,4.7,0,3,1,0,36,1,2,7.636842499,0,77.73
54,1,0,97.45,48,1,2,2,4.7,0,3,1,0,1,2,6,21.41950262,1,88.63
39,1,2,139.55,4,0,14,1,4.0,0,3,1,0,49,3,0,25.55257902,1,129.06
37,1,3,118.92,19,0,6,1,3.6,0,3,1,0,41,2,2,14.51050019,1,115.39
51,1,1,77.22,20,2,20,3,3.4,0,4,1,0,21,3,4,24.39029627,0,72.35
26,1,1,112.11,46,3,0,0,3.0,0,3,1,0,24,0,5,29.11191635,2,108.68
42,1,2,55.97,22,1,19,0,2.6,0,4,1,0,27,0,6,10.09416148,1,52.65
21,1,1,38.8,46,1,12,1,4.2,0,2,1,0,4,3,0,18.08324078,2,36.68
53,1,1,117.86,39,1,9,1,3.4,0,3,1,0,19,5,0,12.17844895,1,110.14
36,1,1,128.25,30,1,7,0,4.0,0,4,1,0,1,0,3,24.82136048,1,117.95
21,1,1,91.2,32,0,2,2,4.7,0,3,1,0,27,3,0,19.43983415,1,84.99
33,1,2,137.78,14,2,5,3,3.9,0,3,1,0,5,2,6,20.86456044,1,135.26
49,1,1,24.0,17,1,23,2,3.3,0,3,1,0,20,5,5,24.94785399,1,23.34
31,1,1,82.38,35,0,8,2,2.9,0,3,1,0,50,4,0,14.89926182,2,77.59
68,1,1,133.06,21,1,19,1,4.4,0,4,1,0,36,1,3,27.87725171,1,130.49
49,1,1,39.82,36,1,2,3,3.6,0,4,1,0,12,0,1,18.32572168,2,36.32
23,1,0,20.67,11,1,3,1,4.5,0,3,1,0,23,1,4,8.948870571,0,19.72
30,1,1,101.33,13,2,18,2,3.7,0,0,1,0,21,5,6,22.39747795,1,96.12
53,1,2,44.88,30,1,6,1,2.8,0,3,1,0,47,5,6,24.83153376,2,44.63
65,1,0,20.64,39,1,19,1,4.5,0,3,1,0,38,5,1,12.91904193,0,19.49
60,1,0,60.37,44,1,7,0,4.4,0,4,1,0,40,2,2,26.42948142,0,58.99
46,1,1,111.35,7,1,1,3,3.3,0,4,1,0,35,4,5,27.65358137,0,102.91
54,1,1,26.67,33,3,0,3,4.2,0,4,1,0,4,2,5,11.92261218,2,25.41
59,1,0,73.86,4,0,15,0,2.7,0,3,1,0,28,5,2,29.58803682,1,72.04
52,1,1,63.69,25,0,5,1,3.9,0,3,1,0,36,3,2,8.517788201,1,60.01
41,1,0,98.17,24,3,16,1,2.6,0,3,1,0,15,0,0,10.05039171,2,90.81
43,1,0,67.04,41,1,10,0,4.5,0,4,1,0,7,1,3,9.605620981,1,62.48
63,1,1,71.75,45,1,3,1,2.7,0,3,1,0,29,4,2,27.34974275,2,67.43
37,1,1,82.13,44,1,11,3,2.9,0,3,1,0,12,3,0,21.35731381,1,80.6
44,1,0,77.23,38,1,22,3,3.4,0,4,1,0,16,0,1,8.802607081,0,73.16
67,1,3,132.82,15,1,20,2,2.9,0,3,1,0,50,3,1,16.00808546,1,121.72
27,1,1,23.44,5,0,3,2,3.8,0,0,1,0,11,3,0,20.38245063,2,22.72
60,1,1,29.49,9,1,13,0,4.2,0,4,1,0,28,3,5,7.086602125,2,27.39
58,1,0,75.61,26,1,9,1,3.5,0,4,1,0,36,5,1,27.06040921,0,73.19
53,1,0,73.61,24,2,18,0,3.1,0,3,1,0,38,4,5,25.09008839,2,70.81
43,1,0,81.61,1,1,13,3,3.5,0,3,1,0,32,0,4,17.63016934,1,78.06
32,1,3,144.84,45,0,20,0,4.0,0,3,1,0,42,3,6,29.17816538,1,132.46
54,1,3,101.38,26,0,5,1,3.7,0,4,1,0,22,3,1,15.44402448,0,100.18
47,1,1,105.3,38,1,20,0,4.2,0,3,1,0,22,5,5,29.60275798,2,95.99
57,1,3,126.35,28,1,0,0,4.8,0,3,1,0,31,4,5,21.69799997,0,125.57
63,1,2,92.12,0,3,11,3,4.1,0,3,1,0,28,2,4,20.86678183,1,87.68
70,1,2,61.31,32,1,9,1,4.5,0,3,1,0,40,3,6,9.148872382,0,57.53
62,1,3,260.82,30,0,5,0,2.7,0,3,1,0,21,4,6,27.04819396,2,249.55
40,1,1,68.76,22,0,14,0,2.8,0,3,1,0,12,4,2,15.6872422,0,66.11
25,1,0,22.16,2,0,22,2,3.7,0,1,1,0,33,2,0,9.055835145,2,20.36
19,1,1,76.79,25,1,18,0,3.6,0,3,1,0,9,0,3,5.315187999,2,73.93
25,1,1,110.43,44,1,11,0,4.7,0,2,1,0,15,3,6,18.99389209,1,105.76
21,1,0,68.76,18,1,13,2,3.8,0,1,1,0,13,0,0,18.18499055,1,68.34
55,1,2,184.16,45,3,12,3,2.9,0,3,1,0,35,2,3,22.98384056,1,168.33
34,1,0,74.92,4,2,24,3,4.6,0,3,1,0,1,3,2,27.25645133,2,68.39
47,1,0,24.76,31,1,18,2,2.8,0,3,1,0,25,0,3,6.985164616,0,23.63
27,1,1,103.95,13,3,17,3,4.6,0,0,1,0,20,2,2,23.28741226,2,98.23
67,1,1,74.63,23,1,20,0,2.8,0,3,1,0,36,5,5,9.685298602,1,72.19
40,1,2,53.58,31,1,18,3,3.0,0,3,1,0,33,1,6,26.45442633,1,51.56
53,1,0,26.45,30,1,3,0,3.7,0,3,1,0,36,1,3,25.47658785,0,24.64
24,1,1,47.42,16,1,15,3,4.1,0,1,1,0,32,4,0,18.51984387,1,47.15
47,1,0,63.27,33,1,12,3,4.3,0,3,1,0,21,5,5,22.75606997,1,59.71
